Player,First,Last,Nickname,Ht,Wt,Reach,Stance,DOB,W,L,D,Belt,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,URL
Kenichi Yamamoto,Kenichi,Yamamoto,,"6' 0""",170 lbs.,--,Orthodox,"Jul 11, 1976",5,12,2,,0.30,46%,1.93,38%,0.00,0%,10%,0.3,http://www.ufcstats.com/fighter-details/9f488f520ed25bbf
Yoshihisa Yamamoto,Yoshihisa,Yamamoto,,"6' 2""",220 lbs.,--,Southpaw,"Jul 04, 1970",14,25,1,,1.65,38%,3.05,53%,1.00,20%,50%,0.6,http://www.ufcstats.com/fighter-details/eed2b71d77d95416
Atsushi Yamamoto,Atsushi,Yamamoto,,"5' 6""",139 lbs.,--,Orthodox,"Oct 02, 1980",19,11,3,,1.97,39%,1.27,70%,1.12,33%,100%,0.0,http://www.ufcstats.com/fighter-details/351264d11286d09a
Norifumi Yamamoto,Norifumi,Yamamoto,Kid,"5' 4""",135 lbs.,"66.0""",Southpaw,"Mar 15, 1977",18,6,0,,2.09,45%,2.01,57%,0.41,22%,45%,0.0,http://www.ufcstats.com/fighter-details/4834ff149dc9542a
Hiroko Yamanaka,Hiroko,Yamanaka,Cat's Eye,"5' 11""",135 lbs.,--,,"Oct 24, 1978",13,3,0,,2.10,26%,3.54,63%,0.00,0%,100%,0.0,http://www.ufcstats.com/fighter-details/283645128ae57eda
Goiti Yamauchi,Goiti,Yamauchi,,"5' 10""",145 lbs.,--,,"Jan 05, 1993",21,3,0,,1.66,54%,1.01,66%,0.00,0%,0%,4.3,http://www.ufcstats.com/fighter-details/9e1a7101fefe9746
Wataru Yamauchi,Wataru,Yamauchi,,"5' 6""",125 lbs.,"68.0""",Orthodox,"Jun 22, 1999",7,2,0,,4.01,52%,3.57,62%,0.00,0%,66%,0.0,http://www.ufcstats.com/fighter-details/d8bf3df51ff3a270
Takeshi Yamazaki,Takeshi,Yamazaki,,"5' 8""",139 lbs.,--,Southpaw,"May 25, 1977",15,12,3,,0.57,25%,1.57,47%,4.50,50%,100%,1.0,http://www.ufcstats.com/fighter-details/d1d20e651e6cbc02
Yan Xiaonan,Yan,Xiaonan,,"5' 5""",115 lbs.,"63.0""",Orthodox,"Jun 16, 1989",19,5,0,,4.69,45%,3.23,60%,0.84,73%,64%,0.0,http://www.ufcstats.com/fighter-details/c41d426cc7326d1b
Petr Yan,Petr,Yan,No Mercy,"5' 7""",135 lbs.,"67.0""",Switch,"Feb 11, 1993",20,5,0,,5.16,54%,4.24,59%,1.70,49%,86%,0.1,http://www.ufcstats.com/fighter-details/d661ce4da776fc20
Yan Qihui,Yan,Qihui,Queen Kong,"5' 3""",125 lbs.,"62.0""",Orthodox,"Oct 21, 1996",25,5,0,,4.38,46%,5.06,54%,3.68,69%,62%,0.0,http://www.ufcstats.com/fighter-details/5c9c2e247c836b67
Yuito Yanagawa,Yuito,Yanagawa,,--,145 lbs.,--,,"Oct 16, 2000",8,1,0,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/7c592bf20095fd17
Adam Yandiev,Adam,Yandiev,Boroda,"5' 9""",185 lbs.,"74.0""",Orthodox,"Aug 07, 1988",9,1,0,,0.18,8%,6.14,36%,0.00,0%,25%,0.0,http://www.ufcstats.com/fighter-details/0a95c474e61a6c44
Adrian Yanez,Adrian,Yanez,,"5' 7""",135 lbs.,"70.0""",Orthodox,"Nov 29, 1993",17,6,0,,6.23,41%,5.75,54%,0.00,0%,81%,0.0,http://www.ufcstats.com/fighter-details/0232cabbc30a2372
Dongi Yang,Dongi,Yang,The Ox,"5' 10""",185 lbs.,"73.0""",Southpaw,"Dec 07, 1984",13,3,0,,3.55,51%,3.21,63%,1.70,41%,61%,0.5,http://www.ufcstats.com/fighter-details/aed06011bf62237b
Jianping Yang,Jianping,Yang,,"5' 7""",145 lbs.,--,Orthodox,"Nov 27, 1988",11,4,1,,1.40,26%,2.07,65%,1.00,25%,33%,0.0,http://www.ufcstats.com/fighter-details/d3c554d6e11fc9d6
John Yannis,John,Yannis,,"5' 7""",145 lbs.,"70.0""",Southpaw,"Jul 07, 1994",9,4,0,,0.00,0%,0.55,71%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/450bcab0968562c4
Masutatsu Yano,Masutatsu,Yano,,"5' 9""",198 lbs.,--,Orthodox,"Jul 11, 1975",2,4,1,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/d56caaa5e123f518
Luke Zachrich,Luke,Zachrich,,"6' 2""",185 lbs.,"74.0""",Orthodox,"Dec 19, 1981",14,4,0,,4.56,32%,4.46,62%,0.74,33%,80%,0.0,http://www.ufcstats.com/fighter-details/2284092f8b63273b
Anton Zafir,Anton,Zafir,The Professor,"5' 11""",170 lbs.,--,Orthodox,"May 10, 1987",7,3,0,,2.99,64%,2.31,52%,6.11,60%,0%,0.0,http://www.ufcstats.com/fighter-details/8c822811eedc11ad
Aiemann Zahabi,Aiemann,Zahabi,,"5' 8""",135 lbs.,"68.0""",Orthodox,"Nov 19, 1987",14,2,0,,4.54,47%,4.08,69%,0.12,14%,83%,0.0,http://www.ufcstats.com/fighter-details/24656ef4d605c96f
Joao Zaiden,Joao,Zaiden,,--,205 lbs.,--,,"Mar 16, 1993",10,3,0,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/6b614bda982f5214
Youssef Zalal,Youssef,Zalal,The Moroccan Devil,"5' 10""",145 lbs.,"72.0""",Switch,"Sep 04, 1996",18,5,1,,3.03,50%,1.78,66%,2.17,31%,59%,1.4,http://www.ufcstats.com/fighter-details/52c2ae6d2f2d2613
Elizeu Zaleski dos Santos,Elizeu,Zaleski dos Santos,Capoeira,"5' 11""",170 lbs.,"73.0""",Orthodox,"Dec 11, 1986",25,10,1,,4.16,41%,3.56,55%,0.79,20%,67%,0.4,http://www.ufcstats.com/fighter-details/8adcbd525fab8d9b
Zach Zane,Zach,Zane,The Hurricane,"5' 7""",145 lbs.,"69.0""",Southpaw,"Dec 14, 1989",10,7,0,,0.87,56%,6.67,20%,0.00,0%,26%,0.0,http://www.ufcstats.com/fighter-details/cc3878d1ab41a5fa
Roger Zapata,Roger,Zapata,Viva,"5' 11""",170 lbs.,--,Southpaw,"May 09, 1986",4,2,0,,2.60,51%,2.13,36%,0.00,0%,81%,1.4,http://www.ufcstats.com/fighter-details/fe5ca7ef93c3f6a7
Marius Zaromskis,Marius,Zaromskis,The Whitemare,"5' 9""",170 lbs.,--,Orthodox,"Jul 30, 1980",20,9,0,,5.02,34%,5.93,50%,0.73,42%,73%,0.0,http://www.ufcstats.com/fighter-details/abcf7e55a0a9ed89
David Zawada,David,Zawada,Sagat,"6' 0""",170 lbs.,"75.0""",Orthodox,"Aug 01, 1990",17,7,0,,3.84,41%,4.54,55%,0.97,33%,57%,1.7,http://www.ufcstats.com/fighter-details/3bb2dc8e87b10a46
Magomed Zaynukov,Magomed,Zaynukov,Wild Chanco,"5' 10""",155 lbs.,"68.0""",Orthodox,"Jan 02, 1995",8,0,0,,15.67,60%,4.80,58%,2.00,100%,0%,0.0,http://www.ufcstats.com/fighter-details/04ff3a711504d6b3
Manolo Zecchini,Manolo,Zecchini,Angelo Veneziano,"5' 8""",145 lbs.,"68.0""",Orthodox,"Oct 22, 1996",11,4,0,,2.34,21%,6.75,46%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/fd7ab338e4953644
Joao Zeferino,Joao,Zeferino,The Brazilian Samurai,"5' 11""",170 lbs.,--,Orthodox,"Jan 15, 1986",21,9,0,,0.83,36%,2.60,48%,0.50,5%,50%,1.0,http://www.ufcstats.com/fighter-details/be4076c9e8d791e3
Daniel Zellhuber,Daniel,Zellhuber,Golden Boy,"6' 1""",155 lbs.,"77.0""",Switch,"Jul 07, 1999",15,4,0,,5.45,38%,6.17,54%,0.14,25%,81%,0.3,http://www.ufcstats.com/fighter-details/4148802ae4a50768
Craig Zellner,Craig,Zellner,Big Z,"6' 2""",205 lbs.,--,Orthodox,"Sep 09, 1976",4,3,0,,0.61,9%,4.65,61%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/3794e5e0bb0defb6
Rickson Zenidim,Rickson,Zenidim,The King,"5' 7""",125 lbs.,"67.0""",Orthodox,"Feb 17, 1999",14,2,0,,1.67,32%,4.07,33%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/c879d8620261b1a3
Roman Zentsov,Roman,Zentsov,The Russian Hammer,"6' 1""",230 lbs.,--,Orthodox,"Sep 10, 1973",18,12,0,,1.18,36%,0.53,70%,1.60,100%,33%,3.2,http://www.ufcstats.com/fighter-details/3144121470023e9a
Carlos Zevallos,Carlos,Zevallos,,"6' 0""",205 lbs.,--,Orthodox,"Sep 05, 1978",3,4,0,,4.36,65%,2.28,68%,0.00,0%,100%,0.0,http://www.ufcstats.com/fighter-details/cbf69fa846c7e3ee
Zhang Tiequan,Zhang,Tiequan,The Wolf,"5' 8""",155 lbs.,"69.0""",Orthodox,"Jul 25, 1978",15,4,0,,1.23,36%,2.14,51%,1.95,58%,75%,3.4,http://www.ufcstats.com/fighter-details/c23e3d4875340d8d
Zhang Lipeng,Zhang,Lipeng,The Warrior,"5' 11""",155 lbs.,"71.0""",Southpaw,"Mar 10, 1990",23,9,1,,1.28,48%,1.88,53%,1.75,30%,69%,0.8,http://www.ufcstats.com/fighter-details/7b310409440c9102
Zhang Weili,Zhang,Weili,Magnum,"5' 4""",115 lbs.,"63.0""",Switch,"Aug 13, 1989",26,4,0,,4.66,52%,2.63,53%,1.96,44%,63%,0.5,http://www.ufcstats.com/fighter-details/1ebe20ebbfa15e29
Zhang Mingyang,Zhang,Mingyang,Mountain Tiger,"6' 2""",205 lbs.,"75.0""",Orthodox,"Aug 16, 1998",19,7,0,,7.71,60%,5.33,43%,0.00,0%,75%,0.0,http://www.ufcstats.com/fighter-details/8a65fd9ba31fd3f7
Zhang Qinghe,Zhang,Qinghe,,"5' 7""",135 lbs.,"67.0""",Southpaw,"Nov 05, 2001",16,8,1,,2.87,33%,4.73,49%,0.00,0%,50%,0.0,http://www.ufcstats.com/fighter-details/45c7979c71751fcf
Zhang Zhenyang,Zhang,Zhenyang,,--,155 lbs.,--,,--,7,2,0,,0.00,0%,0.00,0%,0.00,0%,0%,0.0,http://www.ufcstats.com/fighter-details/286e1d61fb315355
Daermisi Zhawupasi,Daermisi,Zhawupasi,,"5' 8""",135 lbs.,"68.0""",Switch,"Sep 15, 1999",9,2,0,,1.86,40%,2.36,55%,7.74,65%,53%,1.4,http://www.ufcstats.com/fighter-details/fd52e5f9ab25c94c
